Yelp Name,Yelp Search,Yelp Category,Latitude,Longitude,Yelp Price,Yelp Rating,Rounded Latitude,Rounded Longitude,ID
East Asia Restaurant,chinese,Chinese,60.1926957015349,25.0428744137681,Most Affordable,3.0,60.193,25.043,60.193_25.043
Coco Grill,latin,Latin American,60.19459,24.95784,Affordable,4.0,60.195,24.958,60.195_24.958
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.1904115162543,24.9562615671353,Most Affordable,3.5,60.19,24.956,60.19_24.956
Sturenkadun Pizzeria,pizza,Pizza,60.194931,24.9585209,Not Listed,2.5,60.195,24.959,60.195_24.959
Hakaniemenrannan Grilli,hotdogs,Fast Food,60.1947098,24.9569302,Not Listed,3.0,60.195,24.957,60.195_24.957
Thai Aroy,thai,Thai,60.1966896,25.0548801,Most Affordable,4.0,60.197,25.055,60.197_25.055
Zheng Sushi Bar,sushi,Sushi Bars,60.1966896,25.0548801,Most Affordable,3.9,60.197,25.055,60.197_25.055
Roihuvuoren Kirjasto,libraries,Libraries,60.1948509,25.0515404,Not Listed,3.0,60.195,25.052,60.195_25.052
Nur Pizza Kebab,kebab,Kebab,60.24841,24.95855,Most Affordable,5.0,60.248,24.959,60.248_24.959
Paloheinän kirjasto,libraries,Libraries,60.2490692,24.9412994,Not Listed,4.0,60.249,24.941,60.249_24.941
Populus,karaoke,Karaoke,60.1890488,24.9550304,Affordable,3.1,60.189,24.955,60.189_24.955
Quick Wok,chinese,Chinese,60.1890602,24.9579906,Most Affordable,3.0,60.189,24.958,60.189_24.958
Pizza Express,"pizza, kebab","Pizza, Kebab",60.1912613,25.0348606,Not Listed,4.0,60.191,25.035,60.191_25.035
Maritori,restaurants,Restaurants,60.1957207,25.0419807,Not Listed,4.0,60.196,25.042,60.196_25.042
Hertta 5,bars,Bars,60.1927664051977,25.0364229083061,Most Affordable,4.0,60.193,25.036,60.193_25.036
Hampuris,"hotdogs, burgers","Fast Food, Burgers",60.19569,25.03847,Not Listed,3.0,60.196,25.038,60.196_25.038
New hua du,sushi,Sushi Bars,60.1938136580579,25.0337463589132,Not Listed,1.0,60.194,25.034,60.194_25.034
Tuomarinkylän kartano,restaurants,Restaurants,60.2563896,24.9561291,Not Listed,4.0,60.256,24.956,60.256_24.956
My Way,restaurants,Restaurants,60.1946487,24.9558201,Not Listed,3.0,60.195,24.956,60.195_24.956
Ravintola Hermannin Kukko,bars,Bars,60.1957703,24.96348,Not Listed,1.8,60.196,24.963,60.196_24.963
Mukesh,coffee,Coffee & Tea,60.1944389,24.95611,Not Listed,2.0,60.194,24.956,60.194_24.956
Jufu,chinese,Chinese,60.1975212,25.0391903,Affordable,2.5,60.198,25.039,60.198_25.039
Ravintola Sunside,restaurants,Restaurants,60.2013817,25.0468102,Not Listed,5.0,60.201,25.047,60.201_25.047
Siilinpesä,pizza,Pizza,60.2067484952373,25.0443847716157,Most Affordable,4.3,60.207,25.044,60.207_25.044
Kokki,restaurants,Restaurants,60.2065086,25.0591698,Affordable,4.0,60.207,25.059,60.207_25.059
Papan Lounas & Pizza,fooddeliveryservices,Food Delivery Services,60.2047253,25.0507243,Affordable,4.0,60.205,25.051,60.205_25.051
Herttoniemen terveysasema,physicians,Doctors,60.20733,25.03642,Not Listed,4.0,60.207,25.036,60.207_25.036
Pikku-Hukka,modern_european,Modern European,60.2043867,25.0344371,Not Listed,4.0,60.204,25.034,60.204_25.034
Foxy Bear,pizza,Pizza,60.2044926887692,25.0339091077288,Not Listed,3.3,60.204,25.034,60.204_25.034
Herttoniemen kirjasto,libraries,Libraries,60.2073288,25.0364208,Not Listed,3.0,60.207,25.036,60.207_25.036
Moola,yoga,Yoga,60.2030259,25.0593065,Not Listed,3.0,60.203,25.059,60.203_25.059
Savalan Pizza & Kebab,pizza,Pizza,60.2025390933902,25.0593658197348,Not Listed,1.0,60.203,25.059,60.203_25.059
Karelia,venues,Venues & Event Spaces,60.2150803,24.9568901,Not Listed,4.0,60.215,24.957,60.215_24.957
Social Food,catering,Caterers,60.2153511,24.9577408,Affordable,3.0,60.215,24.958,60.215_24.958
Malminkartanon Kirjasto,libraries,Libraries,60.2467647,24.8600169,Not Listed,3.0,60.247,24.86,60.247_24.86
Peräbaari,divebars,Dive Bars,60.2435493,24.8588295,Not Listed,2.0,60.244,24.859,60.244_24.859
Kiinan ruusu,chinese,Chinese,60.2389247,24.8512367,Not Listed,2.0,60.239,24.851,60.239_24.851
Dragon Glory,chinese,Chinese,60.20961,25.0777206,Most Affordable,4.0,60.21,25.078,60.21_25.078
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.2391891,24.8498497,Most Affordable,5.0,60.239,24.85,60.239_24.85
Pallogrilli,comfortfood,Comfort Food,60.2390542566202,24.8498189804533,Most Affordable,2.3,60.239,24.85,60.239_24.85
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2384940852905,24.8502749204636,Most Affordable,2.0,60.238,24.85,60.238_24.85
ABC Deli,delis,Delis,60.2449195729946,24.8475974053144,Not Listed,5.0,60.245,24.848,60.245_24.848
Kuparipata,comfortfood,Comfort Food,60.2472687,24.8416691,Not Listed,4.0,60.247,24.842,60.247_24.842
Roda Express,indpak,Indian,60.2391891,24.8498497,Most Affordable,1.0,60.239,24.85,60.239_24.85
FLQ,thai,Thai,60.2106985229495,25.0790980970338,Not Listed,5.0,60.211,25.079,60.211_25.079
Stoa Itä-Helsingin Kulttuurikeskus,theater,Performing Arts,60.212101,25.0798397,Not Listed,4.2,60.212,25.08,60.212_25.08
Stardent Itäkeskus,generaldentistry,General Dentistry,60.2092361358013,25.0878264382482,Not Listed,5.0,60.209,25.088,60.209_25.088
Johto Cafe,sushi,Sushi Bars,60.2122564515703,25.0836026215005,Not Listed,5.0,60.212,25.084,60.212_25.084
Qingdao,chinese,Chinese,60.2088585,25.0874901,Not Listed,5.0,60.209,25.087,60.209_25.087
Itäkeskuksen kirjasto,libraries,Libraries,60.212101,25.0798397,Not Listed,4.3,60.212,25.08,60.212_25.08
Tre Viet,vietnamese,Vietnamese,60.2106074785339,25.0805967454385,Affordable,3.8,60.211,25.081,60.211_25.081
Asian Woking,chinese,Chinese,60.209568,25.0813808,Not Listed,4.5,60.21,25.081,60.21_25.081
Suola ja pippuri,scandinavian,Scandinavian,60.2128846,25.085726,Affordable,4.0,60.213,25.086,60.213_25.086
Black Bird,pubs,Pubs,60.2115097,25.0812798,Most Affordable,4.0,60.212,25.081,60.212_25.081
Thai Orchid,thai,Thai,60.2110398351405,25.081901861275,Expensive,3.5,60.211,25.082,60.211_25.082
10 Hammas,oralsurgeons,Oral Surgeons,60.2109413,25.0797291,Not Listed,4.0,60.211,25.08,60.211_25.08
Agenttitalon hammaslääkärit,dentists,Dentists,60.2115097,25.0812798,Not Listed,4.0,60.212,25.081,60.212_25.081
The Lucky Bastard,burgers,Burgers,60.2112197398434,25.0806714032454,Affordable,3.0,60.211,25.081,60.211_25.081
Bar Idän Tähti,divebars,Dive Bars,60.2083702,25.0812492,Most Affordable,3.3,60.208,25.081,60.208_25.081
Kebab Palace,kebab,Kebab,60.2122688,25.0836906,Not Listed,3.5,60.212,25.084,60.212_25.084
Royal Palace,chinese,Chinese,60.2122688,25.0836906,Affordable,3.0,60.212,25.084,60.212_25.084
FL Q,buffets,Buffets,60.210659,25.0787506,Most Affordable,3.5,60.211,25.079,60.211_25.079
Fonda del Sol,mexican,Mexican,60.2115952753829,25.0826454162598,Affordable,2.6,60.212,25.083,60.212_25.083
Ravintola Fantasy Club,danceclubs,Dance Clubs,60.2087288,25.0834408,Most Affordable,3.0,60.209,25.083,60.209_25.083
Pasta Box,italian,Italian,60.2128846,25.085726,Not Listed,3.0,60.213,25.086,60.213_25.086
Rodos,greek,Greek,60.2122688,25.0836906,Most Affordable,3.0,60.212,25.084,60.212_25.084
Itis-Kebab Pizzeria,pizza,Pizza,60.2109413,25.0797291,Not Listed,2.2,60.211,25.08,60.211_25.08
Ristorante Momento,italian,Italian,60.2128846,25.085726,Not Listed,2.7,60.213,25.086,60.213_25.086
Classic Pizza,pizza,Pizza,60.2125386838334,25.0838792324066,Affordable,3.0,60.213,25.084,60.213_25.084
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.2128105,25.0842094,Affordable,2.3,60.213,25.084,60.213_25.084
Hemingway's,"pubs, divebars, bars","Pubs, Dive Bars, Bars",60.2118249,25.081707,Not Listed,3.0,60.212,25.082,60.212_25.082
Pizzeria Golden Rax Pizzabuffet,pizza,Pizza,60.2116508,25.0829506,Not Listed,3.0,60.212,25.083,60.212_25.083
Pizza Service,"kebab, pizza","Kebab, Pizza",60.2098198,25.0844994,Most Affordable,3.0,60.21,25.084,60.21_25.084
Fu Shun Lou,chinese,Chinese,60.2099143,25.0829837,Not Listed,3.0,60.21,25.083,60.21_25.083
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2103806,25.0802002,Most Affordable,3.0,60.21,25.08,60.21_25.08
Oral Hammaslääkärit,"generaldentistry, dentists","General Dentistry, Dentists",60.210659,25.0787506,Not Listed,3.0,60.211,25.079,60.211_25.079
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.2131615,25.0850906,Most Affordable,3.0,60.213,25.085,60.213_25.085
Olive Garden,buffets,Buffets,60.2122688,25.0836906,Not Listed,2.0,60.212,25.084,60.212_25.084
Azadi,pizza,Pizza,60.2075996,25.0828991,Not Listed,1.7,60.208,25.083,60.208_25.083
Hang Zhou,chinese,Chinese,60.2106705,25.0800591,Not Listed,2.0,60.211,25.08,60.211_25.08
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2098198,25.0844994,Not Listed,2.0,60.21,25.084,60.21_25.084
Chico's,tradamerican,American,60.2103806,25.0802002,Not Listed,2.0,60.21,25.08,60.21_25.08
Idän Piste,restaurants,Restaurants,60.210659,25.0787506,Not Listed,2.0,60.211,25.079,60.211_25.079
Classic American Diner,tradamerican,American,60.2098918612757,25.0850421125946,Affordable,2.0,60.21,25.085,60.21_25.085
Hanko Sushi,"japanese, sushi","Japanese, Sushi Bars",60.2105912,25.0784957,Affordable,1.3,60.211,25.078,60.211_25.078
Sivukaide,pizza,Pizza,60.2111702,25.0809994,Not Listed,1.5,60.211,25.081,60.211_25.081
Red Onion,bars,Bars,60.2602997,24.8529797,Not Listed,3.0,60.26,24.853,60.26_24.853
Kulta Leopardi,chinese,Chinese,60.2603,24.85298,Not Listed,2.3,60.26,24.853,60.26_24.853
Manni Steak House,restaurants,Restaurants,60.260384553257,24.8531233125894,Not Listed,2.0,60.26,24.853,60.26_24.853
Mike's Diner,tradamerican,American,60.2615078166477,24.8549295589328,Not Listed,4.0,60.262,24.855,60.262_24.855
Myyrmäen kirjasto,libraries,Libraries,60.2613487,24.8529301,Not Listed,3.3,60.261,24.853,60.261_24.853
Länsi-Vantaan Hammaslääkärit,dentists,Dentists,60.2626686,24.8502293,Not Listed,4.0,60.263,24.85,60.263_24.85
Katukeittiö Pilvi,chinese,Chinese,60.2634709145627,24.8533391559157,Not Listed,4.0,60.263,24.853,60.263_24.853
Ravintola Tilicho,himalayan,Himalayan/Nepalese,60.2638847143319,24.8512510934873,Affordable,2.3,60.264,24.851,60.264_24.851
Rio Grande,mexican,Mexican,60.26181,24.85506,Affordable,2.5,60.262,24.855,60.262_24.855
Toppari,irish_pubs,Irish Pub,60.261470857113,24.8550043870198,Expensive,1.0,60.261,24.855,60.261_24.855
Allun Grilli Moottori-Ravintola,bbq,Barbeque,60.2646103,24.8527298,Affordable,4.5,60.265,24.853,60.265_24.853
Luna,divebars,Dive Bars,60.26461,24.85273,Not Listed,1.0,60.265,24.853,60.265_24.853
Elvis Burger,burgers,Burgers,60.30116,25.02484,Most Affordable,2.5,60.301,25.025,60.301_25.025
Ullan Grilli,hotdogs,Fast Food,60.2711781572948,24.8557930542293,Not Listed,2.5,60.271,24.856,60.271_24.856
Eka Kebab Pizzeria,pizza,Pizza,60.2930897239661,25.0379718313145,Not Listed,5.0,60.293,25.038,60.293_25.038
Hao King,chinese,Chinese,60.292141,25.0435791,Most Affordable,4.7,60.292,25.044,60.292_25.044
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2922096,25.0415993,Not Listed,5.0,60.292,25.042,60.292_25.042
Xona,pizza,Pizza,60.3047800845866,25.0419797137935,Not Listed,5.0,60.305,25.042,60.305_25.042
Thai Palace,thai,Thai,60.29245,25.0398903,Not Listed,4.3,60.292,25.04,60.292_25.04
La Pasteria Italiana,italian,Italian,60.292141,25.0435791,Affordable,5.0,60.292,25.044,60.292_25.044
Chico's,tradamerican,American,60.2935024383154,25.0367432748749,Not Listed,4.3,60.294,25.037,60.294_25.037
Oriental House,chinese,Chinese,60.29245,25.0398903,Affordable,3.7,60.292,25.04,60.292_25.04
Tikkurilan Kirjasto,libraries,Libraries,60.2950211,25.0423203,Not Listed,4.0,60.295,25.042,60.295_25.042
Pingviini Street Bar,bars,Bars,60.2931495253492,25.0372042419804,Not Listed,4.0,60.293,25.037,60.293_25.037
Hemingway's,"pubs, divebars, bars","Pubs, Dive Bars, Bars",60.2922096,25.0415993,Affordable,4.0,60.292,25.042,60.292_25.042
Grande Parilla,mediterranean,Mediterranean,60.292141,25.0435791,Affordable,3.5,60.292,25.044,60.292_25.044
Masterpizza Tikkurila,pizza,Pizza,60.2926102,25.0429592,Not Listed,3.0,60.293,25.043,60.293_25.043
Maltainen Metso,bars,Bars,60.292141,25.0435791,Not Listed,3.0,60.292,25.044,60.292_25.044
3 Amigos,mexican,Mexican,60.2925704538395,25.0369150936604,Most Affordable,2.0,60.293,25.037,60.293_25.037
La Caramba,buffets,Buffets,60.2551236759828,24.8246383666992,Not Listed,3.0,60.255,24.825,60.255_24.825
Rivano,pizza,Pizza,60.25656,24.825,Not Listed,1.0,60.257,24.825,60.257_24.825
Souvlaki,kiosk,Kiosk,60.2934447404233,25.0301260873675,Not Listed,5.0,60.293,25.03,60.293_25.03
Tixident,dentists,Dentists,60.2939186,25.0308704,Not Listed,5.0,60.294,25.031,60.294_25.031
Oklahoma,tradamerican,American,60.2936607259828,25.0346591413232,Most Affordable,3.9,60.294,25.035,60.294_25.035
Tamarin,thai,Thai,60.2935291,25.0344032,Most Affordable,3.6,60.294,25.034,60.294_25.034
Huang Shang Huang,chinese,Chinese,60.2933083,25.0328598,Not Listed,4.0,60.293,25.033,60.293_25.033
Bistro Liekki,bistros,Bistros,60.2929434070513,25.0319295,Not Listed,4.0,60.293,25.032,60.293_25.032
Picnic,coffee,Coffee & Tea,60.2928658,25.0345211,Most Affordable,3.5,60.293,25.035,60.293_25.035
Torello,bars,Bars,60.2937004678157,25.0344693655257,Not Listed,3.0,60.294,25.034,60.294_25.034
Long Hua,japanese,Japanese,60.2936434537629,25.0349624454975,Affordable,3.0,60.294,25.035,60.294_25.035
Old Story,sportsbars,Sports Bars,60.293663,25.0339451,Affordable,3.0,60.294,25.034,60.294_25.034
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.27774,24.86816,Not Listed,4.0,60.278,24.868,60.278_24.868
Pikku-Santorini,greek,Greek,60.29079,24.96904,Most Expensive,4.2,60.291,24.969,60.291_24.969
Rax,"pizza, buffets","Pizza, Buffets",60.2907191221761,24.9694307148457,Most Affordable,5.0,60.291,24.969,60.291_24.969
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2902585944625,24.9608496148259,Most Affordable,5.0,60.29,24.961,60.29_24.961
Il Siciliano,italian,Italian,60.29079,24.96904,Not Listed,3.8,60.291,24.969,60.291_24.969
Amarillo,"bbq, tex-mex","Barbeque, Tex-Mex",60.29079,24.96904,Expensive,3.6,60.291,24.969,60.291_24.969
Classic Pizza,pizza,Pizza,60.2907681,24.962113,Affordable,3.4,60.291,24.962,60.291_24.962
Chico's,tradamerican,American,60.29,24.9647,Expensive,4.0,60.29,24.965,60.29_24.965
Makaronitehdas,restaurants,Restaurants,60.292019177819,24.9631539190099,Not Listed,3.5,60.292,24.963,60.292_24.963
Picnic,coffee,Coffee & Tea,60.2924309,24.9639893,Not Listed,4.0,60.292,24.964,60.292_24.964
La Famiglia,italian,Italian,60.29079,24.96904,Affordable,3.3,60.291,24.969,60.291_24.969
Jufu,chinese,Chinese,60.2836303349548,24.9715617288958,Most Affordable,3.3,60.284,24.972,60.284_24.972
Pointin Kirjasto,libraries,Libraries,60.2851295,24.9572105,Not Listed,3.5,60.285,24.957,60.285_24.957
Rosso Express,italian,Italian,60.2909164,24.9620857,Most Affordable,3.5,60.291,24.962,60.291_24.962
Parilla Steak House,steak,Steakhouses,60.29079,24.96904,Affordable,2.6,60.291,24.969,60.291_24.969
Classic American Diner,tradamerican,American,60.2903540483517,24.9631965318403,Affordable,3.0,60.29,24.963,60.29_24.963
Hanko Sushi,"japanese, sushi","Japanese, Sushi Bars",60.2907681,24.962113,Affordable,2.3,60.291,24.962,60.291_24.962
Hua Du,chinese,Chinese,60.2905067282116,24.9689217274844,Not Listed,2.3,60.291,24.969,60.291_24.969
Ravintola Bistro,restaurants,Restaurants,60.2952919,24.9710808,Not Listed,3.0,60.295,24.971,60.295_24.971
Fonda Del Sol,mexican,Mexican,60.2923851,24.9656029,Affordable,1.8,60.292,24.966,60.292_24.966
Sagarmatha,himalayan,Himalayan/Nepalese,60.2933617,25.03158,Affordable,3.8,60.293,25.032,60.293_25.032
Hertas,karaoke,Karaoke,60.2908783,25.0419407,Not Listed,4.0,60.291,25.042,60.291_25.042
Hua Hin,buffets,Buffets,60.2900085,25.0362301,Affordable,4.0,60.29,25.036,60.29_25.036
Tulisuudelma,bars,Bars,60.2908783,25.0419407,Not Listed,4.0,60.291,25.042,60.291_25.042
Shamrock,bars,Bars,60.2933617,25.03158,Not Listed,3.5,60.293,25.032,60.293_25.032
Amarillo,"bbq, tex-mex","Barbeque, Tex-Mex",60.2907874,25.0418655,Expensive,2.5,60.291,25.042,60.291_25.042
Café Einstein,coffee,Coffee & Tea,60.2876015,25.0406494,Affordable,2.3,60.288,25.041,60.288_25.041
Sushi Anlii,buffets,Buffets,60.2775166636526,24.8206914961338,Not Listed,5.0,60.278,24.821,60.278_24.821
Ravintola Olivia,pizza,Pizza,60.2835,24.81735,Not Listed,3.0,60.284,24.817,60.284_24.817
Pizza Service,"kebab, pizza","Kebab, Pizza",60.2639084,24.8729,Most Affordable,2.0,60.264,24.873,60.264_24.873
Mäkitupa,salad,Salad,60.2920480639233,24.9857526272535,Not Listed,4.0,60.292,24.986,60.292_24.986
Kenttälounas,buffets,Buffets,60.3107998,24.9724575,Not Listed,3.0,60.311,24.972,60.311_24.972
Night Pub,pubs,Pubs,60.2839394,24.8716793,Not Listed,4.0,60.284,24.872,60.284_24.872
Ananas Pizzeria,restaurants,Restaurants,60.3013191,24.8562393,Not Listed,5.0,60.301,24.856,60.301_24.856
Fuudii,buffets,Buffets,60.2959430305966,24.9242308061701,Affordable,5.0,60.296,24.924,60.296_24.924
Wanha Apotheca,comfortfood,Comfort Food,60.2904816,24.8683605,Not Listed,4.0,60.29,24.868,60.29_24.868
Wanha Pehtoori,bbq,Barbeque,60.2751376844527,24.9538367932035,Not Listed,3.0,60.275,24.954,60.275_24.954
Limone,italian,Italian,60.31744,24.84678,Affordable,3.0,60.317,24.847,60.317_24.847
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.2701492,24.8044109,Not Listed,4.0,60.27,24.804,60.27_24.804
Ravintola Albela,gastropubs,Gastropubs,60.2620201,24.8043995,Not Listed,2.0,60.262,24.804,60.262_24.804
Ylästön Pizza ja Grilli,kebab,Kebab,60.2843018,24.9150696,Not Listed,3.0,60.284,24.915,60.284_24.915
King's Corner,burgers,Burgers,60.2929652,24.8822964,Not Listed,3.0,60.293,24.882,60.293_24.882
Helsinki Sausage Company,hotdog,Hot Dogs,60.3165453,24.9668142,Not Listed,4.2,60.317,24.967,60.317_24.967
Two Tigers Sushi and Noodle,sushi,Sushi Bars,60.3157005,24.9652805,Affordable,4.2,60.316,24.965,60.316_24.965
Almost@Home Lounge,airportlounges,Airport Lounges,60.3179076902223,24.9637708099169,Most Affordable,4.7,60.318,24.964,60.318_24.964
Nordic Kitchen,scandinavian,Scandinavian,60.3157,24.96528,Most Expensive,4.2,60.316,24.965,60.316_24.965
Fafa's,"mideastern, falafel","Middle Eastern, Falafel",60.3185744,24.9679887,Not Listed,5.0,60.319,24.968,60.319_24.968
Arctic Bar,bars,Bars,60.3178765894149,24.9648756533861,Expensive,5.0,60.318,24.965,60.318_24.965
Aspire Lounge,airportlounges,Airport Lounges,60.319128898577,24.9651490320533,Most Affordable,3.8,60.319,24.965,60.319_24.965
Urban Food Market,delis,Delis,60.3158289290544,24.9713661629501,Most Affordable,4.3,60.316,24.971,60.316_24.971
Helsinki Market,modern_european,Modern European,60.3165639995931,24.9709357871685,Affordable,4.3,60.317,24.971,60.317_24.971
60° Bar & Brewery,bars,Bars,60.3167189,24.9704424,Expensive,4.5,60.317,24.97,60.317_24.97
Wine & View,wine_bars,Wine Bars,60.3190119450836,24.9679366910157,Affordable,4.0,60.319,24.968,60.319_24.968
Finnair Premium Lounge,airportlounges,Airport Lounges,60.3154611743664,24.9619939550757,Most Affordable,3.6,60.315,24.962,60.315_24.962
SAS Business Lounge,airportlounges,Airport Lounges,60.315663095655,24.9720635161446,Most Affordable,3.6,60.316,24.972,60.316_24.972
Freshly Made,sandwiches,Sandwiches,60.3189695120503,24.9667744408241,Most Affordable,4.0,60.319,24.967,60.319_24.967
Gateway Tower Lounge,airportlounges,Airport Lounges,60.3179,24.9664,Affordable,4.0,60.318,24.966,60.318_24.966
Fly Inn,scandinavian,Scandinavian,60.3157005,24.9652805,Expensive,3.3,60.316,24.965,60.316_24.965
The Oak Barrell,pubs,Pubs,60.3191270626817,24.9683558195829,Affordable,3.3,60.319,24.968,60.319_24.968
Seasons,scandinavian,Scandinavian,60.3153238969064,24.9727857556693,Affordable,3.5,60.315,24.973,60.315_24.973
Pier Zero,sandwiches,Sandwiches,60.3184229717683,24.9659180268645,Expensive,3.2,60.318,24.966,60.318_24.966
Gui,scandinavian,Scandinavian,60.3158913,24.9638195,Expensive,3.0,60.316,24.964,60.316_24.964
Moomin Coffee,coffee,Coffee & Tea,60.3157013,24.9653323,Not Listed,4.0,60.316,24.965,60.316_24.965
Cesar's,restaurants,Restaurants,60.31841,24.96633,Not Listed,3.5,60.318,24.966,60.318_24.966
Finnair Schengen Lounge,airportlounges,Airport Lounges,60.3153346540271,24.9636612832546,Most Affordable,2.8,60.315,24.964,60.315_24.964
Burger King,"burgers, hotdogs","Burgers, Fast Food",60.3190387746731,24.9676258726733,Not Listed,3.0,60.319,24.968,60.319_24.968
Bistrot Helsinki,bistros,Bistros,60.3185990010171,24.9684688792,Not Listed,3.0,60.319,24.968,60.319_24.968
O'Learys,sportsbars,Sports Bars,60.3183314170617,24.9663872682618,Expensive,2.2,60.318,24.966,60.318_24.966
Delight,bars,Bars,60.318044771891,24.9657869338989,Not Listed,2.0,60.318,24.966,60.318_24.966
