Data Point,Foursquare Name,Foursquare Popularity,Foursquare Price,Matched Name,Yelp Name,Yelp Price,Search,Category,Rounded Latitude,Rounded Longitude,Rating
Point of Interest,HSL 2273 Jakokunnantie,0.2809711625501099,Not Listed,,,,19043,Bus Stop,60.24,24.943,
Point of Interest,HSL 3126 Urakkatie,0.9239622397517134,Not Listed,,,,19043,Bus Stop,60.24,24.96,
Point of Interest,HSL 3160 Isonpellontie,0.1988232251390146,Not Listed,,,,19043,Bus Stop,60.24,24.98,
Point of Interest,HSL 3159 Isonpellontie,0.9235015517910254,Not Listed,,,,19043,Bus Stop,60.24,24.98,
Point of Interest,HSL 3229 Rapakivenkuja,0.4855974395448079,Not Listed,,,,19043,Bus Stop,60.24,25.001,
Point of Interest,HSL 3230 Rapakivenkuja,0.262163778611147,Not Listed,,,,19043,Bus Stop,60.24,25.003,
Point of Interest,Hsl 3230,0.9528966765808872,Not Listed,,,,19043,Bus Stop,60.24,25.003,
Point of Interest,HSL 3250 Hiekkakiventie,0.6119795034268718,Not Listed,,,,19043,Bus Stop,60.24,25.021,
Point of Interest,Kivikon Pizzapalvelu,0.94968802534592,Most Affordable,,,,13064,Pizzeria,60.24,25.068,
Point of Interest,Ergis Pub,0.4629429070218543,Most Affordable,,,,13018,Pub,60.24,25.07,
Point of Interest,HSL 4425 Kaarikuja,0.4072562394930816,Not Listed,,,,19043,Bus Stop,60.24,25.071,
Point of Interest,HSL 4427 Kivikonkaari,0.6259052114315272,Not Listed,,,,19043,Bus Stop,60.24,25.075,
Point of Interest,Finn Pizza,0.9674366351997932,Most Affordable,,,,13064,Pizzeria,60.24,25.106,
Point of Interest,Uusi Metro Pub,0.95111858269753,Most Affordable,,,,13018,Pub,60.24,25.111,
Point of Interest,Anand,0.3439237682658735,Affordable,,,,13003,Bar,60.24,25.112,
Point of Interest,Rihtniemi Dental Oy,0.0,Not Listed,,,,15007,Dentist,60.251,24.931,
Point of Interest,Hsl 3134,0.4255059485322643,Not Listed,,,,19043,Bus Stop,60.251,24.962,
Point of Interest,HSL 3191 Pukinmäenkaari,0.7799608819345661,Not Listed,,,,19043,Bus Stop,60.251,24.987,
Point of Interest,HSL 3192 Pukinmäenkaari,0.917003426871848,Not Listed,,,,19043,Bus Stop,60.251,24.987,
Point of Interest,LOKAL Food & Bar,0.9865511444458812,Most Affordable,,,,13022,Sports Bar,60.251,24.993,
Point of Interest,HSL 3204 Leppätie,0.2395011638432691,Not Listed,,,,19043,Bus Stop,60.251,24.993,
Point of Interest,Taksiasema Malmi Bussiterminaali,0.9897840424156212,Not Listed,,,,19042,Bus Station,60.251,25.009,
Point of Interest,Zaza pizza&kebab,0.5307933531617742,Most Affordable,,,,13064,Pizzeria,60.251,25.011,
Point of Interest,Kotipizza Helsinki Ala Malmi,0.9700067890857365,Most Affordable,,,,13064,Pizzeria,60.251,25.012,4.9
Point of Interest,Hokkaido Sushi Malmi,0.4835849605586447,Affordable,,,,13263,Japanese Restaurant,60.251,25.013,
Point of Interest,HSL 3444 Ala-Malmin tori,0.9407490624595888,Not Listed,,,,19043,Bus Stop,60.251,25.013,
Point of Interest,Melplay Karaoke,0.0,Not Listed,,,,13015,Karaoke Bar,60.251,25.014,
Point of Interest,Lounaskahvila Pelinainen,0.3001099185309712,Most Affordable,,,,13034,Café,60.251,25.016,
Point of Interest,HSL 3459 Pekanraitti,0.8335865770076296,Not Listed,,,,19043,Bus Stop,60.251,25.018,
Point of Interest,Parikar,0.9414198887883098,Affordable,,,,13199,Indian Restaurant,60.251,25.026,
Point of Interest,HSL V9502 Seivästie,0.9566966988355116,Not Listed,,,,19043,Bus Stop,60.251,25.087,
Point of Interest,HSL V9501 Seivästie,0.2940066236957373,Not Listed,,,,19043,Bus Stop,60.251,25.088,
Point of Interest,Hämevaaran hyppyrit,0.4166666666666667,Not Listed,,,,16004,Bike Trail,60.252,24.799,
Point of Interest,Ravintola Onnen Autuus,0.1295260571576361,Most Affordable,,,,13064,Pizzeria,60.252,24.857,
Point of Interest,HSL 1954 Kalannintie,0.944216345532135,Not Listed,,,,19043,Bus Stop,60.252,24.884,
Point of Interest,PKS Hammas Oy,0.0,Not Listed,,,,15007,Dentist,60.252,24.952,
Point of Interest,Puksun Pizza ja Kebab Oy,0.9413390663390664,Most Affordable,,,,13064,Pizzeria,60.252,24.986,
Point of Interest,HSL 3499 Leppätie,0.1590181688865899,Not Listed,,,,19043,Bus Stop,60.252,24.993,
Point of Interest,Crazy Horse,0.9719465278675804,Affordable,,,,13015,Karaoke Bar,60.252,25.005,5.6
Point of Interest,Eke's Pub saloon,0.9826797491271176,Affordable,,,,13015,Karaoke Bar,60.252,25.007,5.8
Point of Interest,HSL 3264 Malmin tori,0.4445315530841847,Not Listed,,,,19043,Bus Stop,60.252,25.007,
Point of Interest,Ravintola Hua Fu Jin Lou,0.973369002974266,Most Affordable,,,,13099,Chinese Restaurant,60.252,25.008,5.5
Point of Interest,Luck lady bar & Night club,0.9168983576878312,Affordable,,,,13015,Karaoke Bar,60.252,25.008,5.3
Point of Interest,Manaslu,0.8842864994180784,Not Listed,,,,13065,Restaurant,60.252,25.008,
Point of Interest,Hammas Mehiläinen Helsinki Malmi,0.4927825552825552,Not Listed,,,,15007,Dentist,60.252,25.008,
Point of Interest,Malmintorin Pizzeria,0.632985257985258,Most Affordable,,,,13064,Pizzeria,60.252,25.008,
Point of Interest,Midnight King,0.6945638820638821,Most Affordable,,,,13064,Pizzeria,60.252,25.008,
Point of Interest,Malmin Hammas Oy,0.1756433466959782,Not Listed,,,,15007,Dentist,60.252,25.01,
Point of Interest,Hesburger Helsinki Malmintori,0.9755269623690676,Most Affordable,,,,13145,Fast Food Restaurant,60.252,25.01,5.1
Point of Interest,Vietnami,0.9695945945945946,Affordable,,,,13379,Vietnamese Restaurant,60.252,25.011,
Point of Interest,Cafe Miracle,0.1554458166300271,Most Affordable,,,,13034,Café,60.252,25.012,
Point of Interest,HSL 3446 Malmin asema,0.9611486486486488,Not Listed,,,,19043,Bus Stop,60.252,25.012,
Point of Interest,Nissen Malmin Nova,0.9917318634423896,Not Listed,,,,13035,Coffee Shop,60.252,25.013,
Point of Interest,Henkilöstöruokala Laaksovirta,0.0,Not Listed,,,,13065,Restaurant,60.253,24.833,
Point of Interest,HSL 2252 Kivimäki,0.2394284236389499,Not Listed,,,,19043,Bus Stop,60.253,24.919,
Point of Interest,HSL 2250 Repovuori,0.7003669339195655,Not Listed,,,,19043,Bus Stop,60.253,24.919,
Point of Interest,Magi Oy,0.0,Not Listed,,,,10000,Arts And Entertainment,60.253,24.935,
Point of Interest,Hammas Karhu,0.0,Not Listed,,,,15007,Dentist,60.253,24.936,
Point of Interest,HSL 2284 Rakovalkeantie,0.9423089357299884,Not Listed,,,,19043,Bus Stop,60.253,24.94,
Point of Interest,HSL 2283 Tervastie,0.3207358075779128,Not Listed,,,,19043,Bus Stop,60.253,24.941,
Point of Interest,HSL 3206 Suvitie,0.2946867321867322,Not Listed,,,,19043,Bus Stop,60.253,24.993,
Point of Interest,HSL 3266 Malmin sairaala,0.9422119487908964,Not Listed,,,,19043,Bus Stop,60.253,25.003,
Point of Interest,Pancho Villa Malmi,0.9641148325358851,Not Listed,,,,13307,Tex-Mex Restaurant,60.253,25.006,
Point of Interest,HSL 3447 Soidintie,0.3889337902495797,Not Listed,,,,19043,Bus Stop,60.253,25.015,
Point of Interest,Ravintola Tattarihovi,0.9722859821544032,Not Listed,,,,13065,Restaurant,60.253,25.062,
Point of Interest,Pöllökallio,0.34375,Not Listed,,,,16019,Hiking Trail,60.254,24.802,
Point of Interest,HSL V1204 Koivuvaarankuja,0.5064278337666037,Not Listed,,,,19043,Bus Stop,60.254,24.816,
Point of Interest,HSL V1201 Köysikuja,0.9311990313735268,Not Listed,,,,19043,Bus Stop,60.254,24.82,
Point of Interest,HSL V1202 Köysikuja,0.9512837861899502,Not Listed,,,,19043,Bus Stop,60.254,24.823,
Point of Interest,HSL 2285 Rakovalkeantie,0.585235354972197,Not Listed,,,,19043,Bus Stop,60.254,24.939,
Point of Interest,ABC Tuomarinkylä,0.9885474589421958,Not Listed,,,,13065,Restaurant,60.254,24.953,5.0
Point of Interest,HSL 3205 Suvitie,0.9311635199793096,Not Listed,,,,19043,Bus Stop,60.254,24.994,
Point of Interest,Malmin Hammashoitola,0.9206808483124272,Not Listed,,,,15007,Dentist,60.254,25.001,
Point of Interest,HSL 3262 Malmin sairaala,0.1526008664166558,Not Listed,,,,19043,Bus Stop,60.254,25.001,
Point of Interest,HSL 3265 Malmin Sairaala,0.9198968705547652,Not Listed,,,,19043,Bus Stop,60.254,25.002,
Point of Interest,HSL 3507 Kaadekuja,0.7373108754687702,Not Listed,,,,19043,Bus Stop,60.254,25.073,
Point of Interest,HSL 3506 Kaadekuja,0.2394445881287986,Not Listed,,,,19043,Bus Stop,60.254,25.073,
Point of Interest,Mjm-marketing Oy,0.0,Not Listed,,,,13065,Restaurant,60.254,25.077,
Point of Interest,HSL 3509 Maratontie,0.9583764386395964,Not Listed,,,,19043,Bus Stop,60.254,25.078,
Point of Interest,Jakomäen Grilli,0.9269365058838744,Most Affordable,,,,13145,Fast Food Restaurant,60.254,25.078,
Point of Interest,Phimiso - My Sushi Cafe,0.0,Not Listed,,,,13034,Café,60.254,25.078,
Point of Interest,HSL 3508 Maratontie,0.3483285917496443,Not Listed,,,,19043,Bus Stop,60.254,25.079,
Point of Interest,HSL V1288 Terhotie,0.7775008012535166,Not Listed,,,,19043,Bus Stop,60.255,24.8,
Point of Interest,HSL V1291 Terhotie,0.9697660339731492,Not Listed,,,,19043,Bus Stop,60.255,24.8,
Point of Interest,HSL V1203 Koivuvaarankuja,0.9595812114953172,Not Listed,,,,19043,Bus Stop,60.255,24.814,
Point of Interest,HSL V1302 Koivuvaaranpolku,0.502653039421673,Not Listed,,,,19043,Bus Stop,60.255,24.823,
Point of Interest,HSL V1301 Koivuvaaranpolku,0.907339482212172,Not Listed,,,,19043,Bus Stop,60.255,24.823,
Point of Interest,Naapurinniityn koira-aitaus,0.9878209465474876,Not Listed,,,,16033,Dog Park,60.255,24.861,
Point of Interest,Paloheinän ulkoilumaja,0.9890081469028836,Most Affordable,,,,13034,Café,60.255,24.917,7.0
Point of Interest,Paloheinän portaat,0.9829949566791673,Not Listed,,,,16019,Hiking Trail,60.255,24.917,
Point of Interest,Hsl 2254,0.9836981119875856,Not Listed,,,,19043,Bus Stop,60.255,24.918,
Point of Interest,Paloheinän Pururata,0.9517974912711756,Not Listed,,,,16019,Hiking Trail,60.255,24.923,
Point of Interest,HSL 2446 Kuusmiehenkaari,0.9324485969222812,Not Listed,,,,19043,Bus Stop,60.255,24.948,
Point of Interest,Hsl 2448,0.9179652140178456,Not Listed,,,,19043,Bus Stop,60.255,24.953,
Point of Interest,Tuomarinkartanon Vinttikoirakeskus,0.9470612957455062,Not Listed,,,,11038,Event Service,60.255,24.959,
Point of Interest,HSL 3193 Tapaninvainiontie,0.1068230311651364,Not Listed,,,,19043,Bus Stop,60.255,24.984,
Point of Interest,HSL 3194 Tapaninvainiontie,0.9791073968705548,Not Listed,,,,19043,Bus Stop,60.255,24.984,
Point of Interest,OIP-Tuote Oy,0.6901428940902625,Not Listed,,,,11179,Wholesaler,60.255,25.028,
Point of Interest,Pronto pizzeria,0.6470806931333247,Most Affordable,,,,13064,Pizzeria,60.255,25.064,
Point of Interest,Tiger-Dragon Song Oy,0.0,Not Listed,,,,13065,Restaurant,60.255,25.075,
Point of Interest,Jersbeer Taproom,0.8854166666666666,Not Listed,,,,13006,Beer Bar,60.256,24.796,
Point of Interest,Ravintola Vagabonda,0.3896228766781809,Affordable,,,,13003,Bar,60.256,24.805,
Point of Interest,HSL V1205 Mantelikuja,0.9516042875965957,Not Listed,,,,19043,Bus Stop,60.256,24.806,
Point of Interest,HSL V1206 Pähkinärinteentie,0.9481856059257148,Not Listed,,,,19043,Bus Stop,60.256,24.808,
Point of Interest,HSL V1209 Lammaskuja,0.3355649727573804,Not Listed,,,,19043,Bus Stop,60.256,24.81,
Point of Interest,Tamro Finance Oy,0.5379081941526299,Not Listed,,,,11179,Wholesaler,60.256,24.817,
Point of Interest,HSL V1304 Kierrepolku,0.6391510273850647,Not Listed,,,,19043,Bus Stop,60.256,24.818,
Point of Interest,Delhi Kebab Oy,0.0318008617926712,Affordable,,,,13199,Indian Restaurant,60.256,24.825,
Point of Interest,Viihdekeidas Rodeo Areena Oy,0.0,Not Listed,,,,13065,Restaurant,60.256,24.825,
Point of Interest,HSL V1307 Vapaalanpolku,0.9147323160481056,Not Listed,,,,19043,Bus Stop,60.256,24.827,
Point of Interest,HSL V1308 Vapaalanpolku,0.9514499547394284,Not Listed,,,,19043,Bus Stop,60.256,24.828,
Point of Interest,HSL 2333 Serkustentie,0.5333392603129445,Not Listed,,,,19043,Bus Stop,60.256,24.898,
Point of Interest,Paloheinän luontopolut,0.9852418207681366,Not Listed,,,,16019,Hiking Trail,60.256,24.917,
Point of Interest,"Levanto, Paloheinä",0.5923719772403983,Most Affordable,,,,13064,Pizzeria,60.256,24.934,
Point of Interest,HSL 2286 Kuusmiehentie,0.933434630803052,Not Listed,,,,19043,Bus Stop,60.256,24.937,
Point of Interest,Hsl 2287,0.0666219449114186,Not Listed,,,,19043,Bus Stop,60.256,24.938,
Point of Interest,Chinawall,0.9643734643734644,Most Affordable,,,,13099,Chinese Restaurant,60.256,24.999,
Point of Interest,Roof Aerial Club,0.7861842105263158,Not Listed,,,,18028,Yoga Studio,60.256,25.011,
Point of Interest,Malmin lentokentän kuntorata,0.9766503944135524,Not Listed,,,,16019,Hiking Trail,60.256,25.039,6.9
Point of Interest,HSL 3510 Louhikkotie,0.9703866545971808,Not Listed,,,,19043,Bus Stop,60.256,25.082,
Point of Interest,Pähkinärinteen kirjasto,0.0285246251914105,Not Listed,,,,12080,Library,60.257,24.805,6.9
Point of Interest,Pähkinärinteen Hammashoitola,0.4294718849043837,Not Listed,,,,15007,Dentist,60.257,24.805,
Point of Interest,HSL V1207/V1208 Karhunkierros,0.9669883551155586,Not Listed,,,,19043,Bus Stop,60.257,24.809,
Point of Interest,HSL V1303 Kierrepolku,0.3811117837683843,Not Listed,,,,19043,Bus Stop,60.257,24.817,
Point of Interest,Rivano Ravintola,0.0,Not Listed,,,,13032,"Cafe, Coffee, And Tea House",60.257,24.825,
Point of Interest,Royal Nepal Vantaa,0.9720451550870696,Not Listed,,,,13194,Himalayan Restaurant,60.257,24.826,
Point of Interest,Hammashoito Timo Kaitemo Oy,0.0,Not Listed,,,,15007,Dentist,60.257,24.826,
Point of Interest,HSL V1311 Nuijakuja,0.9443039777785692,Not Listed,,,,19043,Bus Stop,60.257,24.827,
Point of Interest,HSL 2288 Torpparinmäentie,0.9196786499418078,Not Listed,,,,19043,Bus Stop,60.257,24.944,
Point of Interest,HSL 2290 Sihteerintie,0.9292399456873142,Not Listed,,,,19043,Bus Stop,60.257,24.95,
Point of Interest,HSL 2292 Käräjätuvantie,0.3252537824906246,Not Listed,,,,19043,Bus Stop,60.257,24.954,
Point of Interest,Risulanmäen koira-aitaus,0.8719368291736713,Not Listed,,,,16033,Dog Park,60.257,24.957,
Point of Interest,HSL 2449 Tuomarinkartanontie,0.8411030647872754,Not Listed,,,,19043,Bus Stop,60.257,24.959,
Point of Interest,HSL 3195 Uimarannantie,0.0996944911418595,Not Listed,,,,19043,Bus Stop,60.257,24.982,
Point of Interest,La Vera Pizzeria,0.9183854907539118,Most Affordable,,,,13064,Pizzeria,60.257,24.998,
Point of Interest,HSL 3377 Huhtakuja,0.0206663002715634,Not Listed,,,,19043,Bus Stop,60.257,25.013,
Point of Interest,Fallkullan koira-aitaus,0.955547652916074,Not Listed,,,,16033,Dog Park,60.257,25.034,
Point of Interest,HSL V1207 Karhunkierros,0.948541718599765,Not Listed,,,,19043,Bus Stop,60.258,24.81,
Point of Interest,HSL V1312 Nuijakuja,0.3394109896371212,Not Listed,,,,19043,Bus Stop,60.258,24.827,
Point of Interest,HSL V1313 Piikkikuja,0.4073572878458744,Not Listed,,,,19043,Bus Stop,60.258,24.829,
Point of Interest,HSL V1598 Iskostie,0.963747729781703,Not Listed,,,,19043,Bus Stop,60.258,24.852,
Point of Interest,HSL 1956 Kappatie,0.9298622785464892,Not Listed,,,,19043,Bus Stop,60.258,24.878,
Point of Interest,CF-Catering Oy,0.0,Not Listed,,,,13065,Restaurant,60.258,25.019,
Point of Interest,HSL 3408 Tattarisuontie,0.9842477046424416,Not Listed,,,,19043,Bus Stop,60.258,25.064,
Point of Interest,Pääty Pub,0.9248027932238458,Most Affordable,,,,13018,Pub,60.258,25.08,
Point of Interest,Jakomäen Koirapuisto,0.917835898099056,Not Listed,,,,16033,Dog Park,60.258,25.084,
Point of Interest,Lammaslammen lenkkipolku,0.9225098821267048,Not Listed,,,,16019,Hiking Trail,60.259,24.8,
Point of Interest,HSL V1321 Vapaalantie,0.0884583882340372,Not Listed,,,,19043,Bus Stop,60.259,24.819,
Point of Interest,HSL V1329 Vanha Hämeenkyläntie,0.5700295573519462,Not Listed,,,,19043,Bus Stop,60.259,24.82,
Point of Interest,HSL V1314 Piikkikuja,0.7725864463516257,Not Listed,,,,19043,Bus Stop,60.259,24.829,
Point of Interest,Pub Kärry,0.9886400056978027,Most Affordable,,,,13018,Pub,60.259,24.83,
Point of Interest,Ravintola B 4 U,0.9474021580428048,Affordable,,,,13003,Bar,60.259,24.83,
Point of Interest,HSL V1310 Lastutie,0.963498450909868,Not Listed,,,,19043,Bus Stop,60.259,24.834,
Point of Interest,HSL V1309 Lastutie,0.1713112634165265,Not Listed,,,,19043,Bus Stop,60.259,24.836,
Point of Interest,HSL V1501 Leiritie,0.9267476229479008,Not Listed,,,,19043,Bus Stop,60.259,24.847,
Point of Interest,HSL 2294 Asessorintie,0.603072869520238,Not Listed,,,,19043,Bus Stop,60.259,24.953,
Point of Interest,Bebbless Oy,0.0,Not Listed,,,,13065,Restaurant,60.259,24.992,
Point of Interest,HSL 3269 Vanha Tapanilantie,0.9501325488167592,Not Listed,,,,19043,Bus Stop,60.259,24.993,
Point of Interest,Tattarisuon Helmiravintola,0.5667755075649813,Most Affordable,,,,13049,Diner,60.259,25.063,
Point of Interest,Tattiksen ravintola Aura,0.1015210784947627,Most Affordable,,,,13049,Diner,60.259,25.063,
Point of Interest,HSL 3503 Jakomäentie 6,0.257201280227596,Not Listed,,,,19043,Bus Stop,60.259,25.071,
Point of Interest,Aliisa's,0.3503329884908832,Expensive,,,,13148,French Restaurant,60.259,25.08,
Point of Interest,HSL E1937 Vihdintie,0.7335283848441743,Not Listed,,,,19043,Bus Stop,60.25,24.833,
Point of Interest,HSL E1936 Vihdintie,0.5805314884262253,Not Listed,,,,19043,Bus Stop,60.25,24.833,
Point of Interest,HSL 1558 Pihkatie,0.92139208586577,Not Listed,,,,19043,Bus Stop,60.25,24.853,
Point of Interest,HSL 1559 Pihkatie,0.4762462821673348,Not Listed,,,,19043,Bus Stop,60.25,24.855,
Point of Interest,Juha Nikkilä,0.0,Not Listed,,,,15007,Dentist,60.25,24.89,
Point of Interest,HSL 2265 Raiviontie,0.5896563429458166,Not Listed,,,,19043,Bus Stop,60.25,24.941,
Point of Interest,Helsingin kaupunginkirjasto Pukinmäen kirjasto,0.2295115091167722,Not Listed,,,,12080,Library,60.25,24.991,7.0
Point of Interest,Bistro Palo,0.9771676580887108,Not Listed,,,,13027,Bistro,60.25,25.009,
Point of Interest,HSL 3441 Malmin asema,0.930460364670891,Not Listed,,,,19043,Bus Stop,60.25,25.012,
Point of Interest,Nepalilainen Ravintola Makalu,0.9839648260700892,Affordable,,,,13194,Himalayan Restaurant,60.25,25.013,8.7
Point of Interest,Helsingin kaupunginkirjasto Malmin kirjasto,0.9712514548040864,Not Listed,,,,12080,Library,60.25,25.015,7.3
Point of Interest,Robin Hood grilli,0.9411693391956548,Most Affordable,,,,13031,Burger Joint,60.25,25.022,
Point of Interest,Ionian Diners Oy,0.0,Not Listed,,,,13065,Restaurant,60.25,25.087,
Point of Interest,HSL V1320 Kairakuja,0.620561945799651,Not Listed,,,,19043,Bus Stop,60.261,24.821,
Point of Interest,HSL V1330 Kairakuja,0.7214130550906307,Not Listed,,,,19043,Bus Stop,60.261,24.822,
Point of Interest,Hammaslääkäri Erja Tikkanen,0.0,Not Listed,,,,15007,Dentist,60.261,24.825,
Point of Interest,Hsl V1316,0.6484455681777714,Not Listed,,,,19043,Bus Stop,60.261,24.832,
Point of Interest,HSL V1315 Nuijatie,0.543926498344076,Not Listed,,,,19043,Bus Stop,60.261,24.833,
Point of Interest,Waski Pub,0.9715465973433994,Most Affordable,,,,13018,Pub,60.261,24.852,
Point of Interest,Kung Food Panda,0.9892097859762828,Affordable,,,,13072,Asian Restaurant,60.261,24.853,
Point of Interest,The Happy Red Onion,0.9916313521598232,Not Listed,,,,13065,Restaurant,60.261,24.854,5.4
Point of Interest,Momo & More,0.9723300452263096,Not Listed,,,,13194,Himalayan Restaurant,60.261,24.854,
Point of Interest,"HSL V1562 Myyrmäen asema, Laituri 4",0.1990669847939888,Not Listed,,,,19043,Bus Stop,60.261,24.855,
Point of Interest,"HSL V1561 Myyrmäen asema, Laituri 3",0.241729283145187,Not Listed,,,,19043,Bus Stop,60.261,24.855,
Point of Interest,Lounaskahvila Sapusca,0.9647804565364484,Not Listed,,,,13030,Buffet,60.261,24.856,
Point of Interest,HSL V1504 Myyrmäen as. l. 7,0.9685552508813788,Not Listed,,,,19043,Bus Stop,60.261,24.856,
Point of Interest,HSL 2338 Edita,0.5574890081469028,Not Listed,,,,19043,Bus Stop,60.261,24.886,
Point of Interest,EHL Kaija Hiltunen Oy,0.0,Not Listed,,,,15007,Dentist,60.261,24.981,
Point of Interest,HSL 3271 Valakkatie,0.8325197206776153,Not Listed,,,,19043,Bus Stop,60.261,24.986,
Point of Interest,HSL 3302 Laukkipäänpolku,0.9140372429846114,Not Listed,,,,19043,Bus Stop,60.261,24.99,
Point of Interest,HSL 3379 Huhtapuisto,0.6919694814431656,Not Listed,,,,19043,Bus Stop,60.261,25.012,
Point of Interest,Busmo Oy,0.1044710978921505,Not Listed,,,,19043,Bus Stop,60.261,25.053,
Point of Interest,Inkan Hoodit,0.3092751842751843,Not Listed,,,,13030,Buffet,60.261,25.067,
Point of Interest,HSL 3500 Jakomäen Ostosk,0.9193311134100608,Not Listed,,,,19043,Bus Stop,60.261,25.074,
Point of Interest,Helsingin kaupunki Jakomäen kirjasto,0.9957487391697918,Not Listed,,,,12080,Library,60.261,25.076,6.9
Point of Interest,HSL 3514 Kuussillantie,0.5486389499547394,Not Listed,,,,19043,Bus Stop,60.261,25.086,
Point of Interest,Pizzeria Drive,0.9789537409636409,Most Affordable,,,,13064,Pizzeria,60.262,24.804,
Point of Interest,HSL V1210 Lammaskuja,0.9875360564082476,Not Listed,,,,19043,Bus Stop,60.262,24.806,
Point of Interest,HSL V1398 Kierrekuja,0.4943912253837114,Not Listed,,,,19043,Bus Stop,60.262,24.816,
Point of Interest,HSL V1327 Kierrekuja,0.0433389124318934,Not Listed,,,,19043,Bus Stop,60.262,24.817,
Point of Interest,HSL V1325 Terätie,0.205227734055055,Not Listed,,,,19043,Bus Stop,60.262,24.825,
Point of Interest,Ucanlar,0.0,Not Listed,,,,13065,Restaurant,60.262,24.847,
Point of Interest,Myyrmäen Kuumin Menomesta,0.4072504540436594,Expensive,,,,13016,Lounge,60.262,24.85,
Point of Interest,Olutravintola Pikkulintu Myyrmäki,0.9829778141804066,Not Listed,,,,13065,Restaurant,60.262,24.851,
Point of Interest,Hammaslääkäriasema Oskari,0.117980128912788,Not Listed,,,,15007,Dentist,60.262,24.854,
Point of Interest,Molly Malone's Toppari,0.9682347494747338,Most Affordable,,,,13018,Pub,60.262,24.855,5.3
Point of Interest,Liesi Grilli,0.4183611694740216,Most Affordable,,,,13031,Burger Joint,60.262,24.855,
Point of Interest,HSL Myyrmäen bussiterminaali,0.9906342366724832,Not Listed,,,,19042,Bus Station,60.262,24.855,
Point of Interest,"HSL V1505 Myyrmäen asema, Laituri 6",0.3348171361418753,Not Listed,,,,19043,Bus Stop,60.262,24.856,
Point of Interest,Ravintola Toppari Irish Pub,0.0,Not Listed,,,,13065,Restaurant,60.262,24.856,
Point of Interest,Morning Deli,0.0073144316565369,Most Affordable,,,,13049,Diner,60.262,24.886,
Point of Interest,HSL 2298 Fallintori,0.2978468899521531,Not Listed,,,,19043,Bus Stop,60.262,24.951,
Point of Interest,HSL 2299 Laamanninpuisto,0.4582390404758826,Not Listed,,,,19043,Bus Stop,60.262,24.951,
Point of Interest,HSL 3381 Kotinummentie,0.9447578559420664,Not Listed,,,,19043,Bus Stop,60.262,25.013,
Point of Interest,HSL 3409 Suurmetsäntie,0.9505043320832794,Not Listed,,,,19043,Bus Stop,60.262,25.069,
Point of Interest,HSL 3501 Jakomäen Ostoskeskus,0.7919791801370749,Not Listed,,,,19043,Bus Stop,60.262,25.073,
Point of Interest,Hsl 3518,0.0744213112634165,Not Listed,,,,19043,Bus Stop,60.262,25.079,
Point of Interest,HSL 3519 Huokotie,0.0659834475623949,Not Listed,,,,19043,Bus Stop,60.262,25.08,
Point of Interest,HSL V9311 Rajatie,0.7478010042377409,Not Listed,,,,19043,Bus Stop,60.262,25.091,
Point of Interest,HSL V1402 Lammaslammentie,0.9578718706598768,Not Listed,,,,19043,Bus Stop,60.263,24.811,
Point of Interest,HSL V1401 Lammaslammentie,0.4853103521954346,Not Listed,,,,19043,Bus Stop,60.263,24.812,
Point of Interest,HSL V1326 Naulakuja,0.1016345571738898,Not Listed,,,,19043,Bus Stop,60.263,24.829,
Point of Interest,HSL V1317 Naulakuja,0.2180121790534524,Not Listed,,,,19043,Bus Stop,60.263,24.831,
Point of Interest,Hesburger Vantaa Myyrmäki,0.9866813859905272,Most Affordable,,,,13145,Fast Food Restaurant,60.263,24.842,5.0
Point of Interest,Ravintola Cafe Control,0.9215483779067696,Affordable,,,,13356,Turkish Restaurant,60.263,24.849,
Point of Interest,The Lane Viihdekeskus,0.4571062284106691,Not Listed,,,,10006,Bowling Alley,60.263,24.852,6.1
Point of Interest,"Rajatorpan Hammaslääkärit, Mehiläinen",0.6433531569388554,Not Listed,,,,15007,Dentist,60.263,24.852,
Point of Interest,Kiinalainen Katukeittiö Pilvi,0.4248068088743278,Most Affordable,,,,13099,Chinese Restaurant,60.263,24.853,6.7
Point of Interest,HSL V1522 Pyörrekuja,0.5970585093123464,Not Listed,,,,19043,Bus Stop,60.263,24.853,
Point of Interest,HSL V1521 Pyörrekuja,0.4624123072540151,Not Listed,,,,19043,Bus Stop,60.263,24.853,
Point of Interest,Everest Dine,0.9596880452975322,Not Listed,,,,13194,Himalayan Restaurant,60.263,24.854,6.2
Point of Interest,MyBiljardi & Bar,0.4652968199138207,Most Affordable,,,,13022,Sports Bar,60.263,24.854,
Point of Interest,Pizza Kuningas,0.1597521455788611,Most Affordable,,,,13064,Pizzeria,60.263,24.854,
Point of Interest,HSL V1612 Vaskivuori,0.97453794380542,Not Listed,,,,19043,Bus Stop,60.263,24.869,
Point of Interest,HSL V1611 Vaskivuori,0.942843915814964,Not Listed,,,,19043,Bus Stop,60.263,24.87,
Point of Interest,Custom Kitchen Oy Ltd,0.0,Not Listed,,,,13065,Restaurant,60.263,24.946,
Point of Interest,Gulistan star pizzeria,0.2040362731152204,Most Affordable,,,,13064,Pizzeria,60.263,25.027,
Point of Interest,HSL 3386 Jukolantie,0.3936861502650976,Not Listed,,,,19043,Bus Stop,60.263,25.027,
Point of Interest,HSL 3387 Jukolantie,0.906456097245571,Not Listed,,,,19043,Bus Stop,60.263,25.027,
