Data Point,Foursquare Name,Foursquare Popularity,Foursquare Price,Matched Name,Yelp Name,Yelp Price,Search,Category,Rounded Latitude,Rounded Longitude,Rating
Point of Interest,Ravintola,0.9931947497736971,Affordable,Ravintola OX,,,13336,Scandinavian Restaurant,60.17,24.937,7.1
Point of Interest,Ravintola,0.2765986680460364,Not Listed,Ravintola OX,,,13037,Cafeteria,60.25,25.014,
Point of Interest,Ravintola Helinä,0.975265244538611,Not Listed,Ravintola Ogeli,,,13065,Restaurant,60.188,24.809,
Point of Interest,,,,,Ravintola Ogeli,Affordable,pubs,Pubs,60.225,24.951,4.0
Point of Interest,Ravintola Fågeli,0.9711722123240396,Not Listed,Ravintola Ogeli,,,13030,Buffet,60.233,24.814,7.2
Point of Interest,Ravintola Angelina,0.7437413197535699,Not Listed,Ravintola Ogeli,,,13065,Restaurant,60.278,24.819,
Point of Interest,Ravintola Oiva,0.9962821673347988,Affordable,Ravintola Olivia,,,13003,Bar,60.182,24.951,5.9
Point of Interest,Ravintola Olotila,0.8584071511703091,Affordable,Ravintola Olivia,,,13003,Bar,60.207,24.98,5.2
Point of Interest,Ravintola Elviira,0.2135086641665589,Not Listed,Ravintola Olivia,,,13065,Restaurant,60.228,25.021,
Point of Interest,Ravintola Nivada,0.9411208457261088,Affordable,Ravintola Olivia,,,13003,Bar,60.241,25.112,
Point of Interest,,,,,Ravintola Olivia,Not Listed,pizza,Pizza,60.284,24.817,6.0
Point of Interest,Ravintola Olivia,0.0690502474983084,Not Listed,Ravintola Olivia,,,13030,Buffet,60.284,24.818,
Point of Interest,Ravintola Vivace,0.9501086143655852,Not Listed,Ravintola Olivia,,,13065,Restaurant,60.293,24.97,5.8
Point of Interest,Ravintola Paulette,0.9815886460623304,Affordable,Ravintola Paulette,Ravintola Paulette,Not Listed,13148,French Restaurant,60.159,24.946,9.55
Point of Interest,Ravintola Talentti,0.9401428940902624,Not Listed,Ravintola Paulette,,,13065,Restaurant,60.218,24.878,
Point of Interest,Ravintola Picante,0.9347682012155696,Not Listed,Ravintola Paulette,,,13065,Restaurant,60.222,24.863,
Point of Interest,Ravintola Pukki,0.9690369196948144,Not Listed,Ravintola Pinokkio,,,13065,Restaurant,60.175,24.984,5.0
Point of Interest,,,,,Ravintola Pinokkio,Most Affordable,restaurants,Restaurants,60.221,24.813,6.0
Point of Interest,,,,,Ravintola Provinssi,Not Listed,pubs,Pubs,60.238,25.117,8.0
Point of Interest,Ravintola Pisara,0.992984611405664,Not Listed,Ravintola Pyysaari,,,13030,Buffet,60.153,24.88,
Point of Interest,,,,,Ravintola Pyysaari,Expensive,restaurants,Restaurants,60.18,25.024,8.6
Point of Interest,Ravintola Maininki,0.5158169533169533,Most Affordable,Ravintola Raviini,,,13065,Restaurant,60.203,25.121,
Point of Interest,Ravintola Raviini,0.9759393910210108,Not Listed,Ravintola Raviini,,,13065,Restaurant,60.215,24.84,
Point of Interest,,,,,Ravintola Raviini,Not Listed,restaurants,Restaurants,60.219,24.847,6.0
Point of Interest,Ravintola Painike,0.6132080046553731,Not Listed,Ravintola Raviini,,,13065,Restaurant,60.263,24.882,
Point of Interest,Ravintola Rubiini,0.9369504073451442,Most Affordable,Ravintola Raviini,,,13010,Dive Bar,60.275,24.99,5.4
Point of Interest,Ravintola Maininki,0.9300804991594466,Affordable,Ravintola Raviini,,,13336,Scandinavian Restaurant,60.2,25.131,7.0
Point of Interest,Ravintola Saari,0.936530130609078,Expensive,Ravintola Saaristo,,,13336,Scandinavian Restaurant,60.152,24.942,6.9
Point of Interest,,,,,Ravintola Saaristo,Expensive,scandinavian,Scandinavian,60.159,24.966,9.0
Point of Interest,Ravintola Rantapuisto,0.9663778611147033,Affordable,Ravintola Saaristo,,,13336,Scandinavian Restaurant,60.195,25.113,7.9
Point of Interest,Ravintola Tammisto,0.1878138242940066,Not Listed,Ravintola Saaristo,,,13030,Buffet,60.278,24.972,
Point of Interest,Ravintola Tammisto,0.962893059363983,Not Listed,Ravintola Saaristo,,,13065,Restaurant,60.278,24.973,
Point of Interest,,,,,Ravintola San Luca,Affordable,mediterranean,Mediterranean,60.183,24.794,6.0
Point of Interest,Ravintola Factory,0.9930498707885907,Not Listed,Ravintola Savoy,,,13065,Restaurant,60.162,24.738,
Point of Interest,Ravintola Saaga,0.96902883744989,Affordable,Ravintola Savoy,,,13336,Scandinavian Restaurant,60.163,24.934,6.2
Point of Interest,Ravintola Story,0.994827363248416,Not Listed,Ravintola Savoy,,,13065,Restaurant,60.166,24.953,8.4
Point of Interest,,,,,Ravintola Savoy,Most Expensive,restaurants,Restaurants,60.167,24.947,9.6
Point of Interest,Ravintola Factory,0.9928957067114962,Not Listed,Ravintola Savoy,,,13065,Restaurant,60.169,24.929,5.7
Point of Interest,Ravintola Savotta,0.9941807836544678,Affordable,Ravintola Savoy,,,13336,Scandinavian Restaurant,60.169,24.953,7.5
Point of Interest,Ravintola Savu,0.9327314754946334,Affordable,Ravintola Savoy,,,13336,Scandinavian Restaurant,60.174,24.969,5.9
Point of Interest,Ravintola Factory,0.9854737484149532,Not Listed,Ravintola Savoy,,,13065,Restaurant,60.189,24.832,
Point of Interest,Ravintola Station,0.9547960041381094,Most Affordable,Ravintola Savoy,,,13018,Pub,60.243,24.994,
Point of Interest,Ravintola Sofia,0.938784231330793,Most Affordable,Ravintola Savoy,,,13032,"Cafe, Coffee, And Tea House",60.263,24.854,
Point of Interest,,,,,Ravintola Seurasaari,Expensive,scandinavian,Scandinavian,60.181,24.883,4.4
Point of Interest,Ravintola Makukasari,0.5290765998361882,Most Affordable,Ravintola Seurasaari,,,13099,Chinese Restaurant,60.265,24.853,
Point of Interest,,,,,Ravintola SiipiWeikot IsoOmena,Affordable,restaurants,Restaurants,60.162,24.738,5.0
Point of Interest,,,,,Ravintola Sunside,Not Listed,restaurants,Restaurants,60.201,25.047,10.0
Point of Interest,Ravintola Sea Side,0.6020625889046942,Affordable,Ravintola Sunside,,,13302,Mediterranean Restaurant,60.201,25.15,
Point of Interest,Ravintola Sunkosi,0.9521854390275444,Not Listed,Ravintola Sunside,,,13194,Himalayan Restaurant,60.207,25.042,7.2
Point of Interest,Ravintola Suski,0.9721566662356136,Affordable,Ravintola Sunside,,,13065,Restaurant,60.253,25.009,7.1
Point of Interest,Ravintola Talin Kartano,0.9323677744730376,Not Listed,Ravintola Talin Kartano,,,13065,Restaurant,60.212,24.86,6.5
Point of Interest,,,,,Ravintola Talin Kartano,Affordable,scandinavian,Scandinavian,60.216,24.865,8.0
Point of Interest,Ravintola Viikin Kartano,0.9695056899004268,Not Listed,Ravintola Talin Kartano,,,16020,Historic And Protected Site,60.227,25.011,
Point of Interest,Ravintola Tandoori Villa Kalasatama,0.9698693909220224,Affordable,Ravintola Tandoori Villa,,,13199,Indian Restaurant,60.185,24.983,
Point of Interest,Ravintola Tandoori Villa Metsälä,0.9846356523988102,Affordable,Ravintola Tandoori Villa,,,13072,Asian Restaurant,60.219,24.937,8.3
Point of Interest,,,,,Ravintola Tandoori Villa,Not Listed,indpak,Indian,60.219,24.938,2.0
Point of Interest,Ravintola Tanner,0.9913115867063236,Affordable,Ravintola Tanner,Ravintola Tanner,Not Listed,13336,Scandinavian Restaurant,60.183,24.959,8.85
Point of Interest,,,,,Ravintola Tapiontori,Not Listed,restaurants,Restaurants,60.177,24.805,10.0
Point of Interest,Ravintola Kilim,0.9819585560424392,Affordable,Ravintola Tilicho,,,13356,Turkish Restaurant,60.179,24.811,7.8
Point of Interest,,,,,Ravintola Tilicho,Affordable,himalayan,Himalayan/Nepalese,60.264,24.851,4.6
Point of Interest,,,,,Ravintola Täysikuu,Not Listed,restaurants,Restaurants,60.222,24.905,4.0
Point of Interest,Ravintola Töölö,0.9847730505625244,Affordable,Ravintola Töölönranta,,,13336,Scandinavian Restaurant,60.172,24.923,
Point of Interest,,,,,Ravintola Töölönranta,Expensive,brasseries,Brasseries,60.183,24.931,6.6
Point of Interest,Ravintola Töölö,0.985920729341782,Most Affordable,Ravintola Töölönranta,,,13022,Sports Bar,60.188,24.918,4.9
Point of Interest,,,,,Ravintola Vihtori,Not Listed,bars,Bars,60.175,24.808,6.0
Point of Interest,Ravintola Dogtori,0.2333990689253847,Affordable,Ravintola Vihtori,,,13003,Bar,60.263,25.029,
Point of Interest,Ravintola Viatoni,0.0658452334318578,Affordable,Ravintola Vihtori,,,13015,Karaoke Bar,60.306,25.023,
Point of Interest,Ravintola Roottori,0.9360065524732024,Most Affordable,Ravintola Vihtori,,,13049,Diner,60.314,24.973,
Point of Interest,,,,,Ravintola Vinkkeli,Most Expensive,modern_european,Modern European,60.164,24.946,10.0
Point of Interest,Ravintola Wanha Mylly,0.9461075908444329,Not Listed,Ravintola Wanha Mylly,Ravintola Wanha Mylly,Expensive,13065,Restaurant,60.19,25.042,7.05
Point of Interest,,,,,Ravintola Wellamo,Affordable,modern_european,Modern European,60.168,24.968,7.2
Point of Interest,Ravintola Wellamo,0.9643088064140696,Affordable,Ravintola Wellamo,,,13336,Scandinavian Restaurant,60.168,24.969,7.9
Point of Interest,Ravintola Cella,0.9781294452347084,Affordable,Ravintola Wellamo,,,13057,Gastropub,60.186,24.954,6.7
Point of Interest,Ravintola Torello,0.9401018482247784,Most Affordable,Ravintola Wellamo,,,13018,Pub,60.294,25.035,5.7
Point of Interest,Ravintola Central,0.9463985516617096,Affordable,Ravintola Wenla,,,13064,Pizzeria,60.157,24.947,6.7
Point of Interest,Ravintola Sävel,0.9797054829949566,Affordable,Ravintola Wenla,,,13031,Burger Joint,60.181,24.951,7.3
Point of Interest,,,,,Ravintola Wenla,Affordable,food,Food,60.236,25.083,6.0
Point of Interest,Ravintola Wenla,0.951951053924738,Not Listed,Ravintola Wenla,,,10032,Night Club,60.236,25.084,
Point of Interest,Ravintola Vesala,0.1120603258761153,Most Affordable,Ravintola Wenla,,,13018,Pub,60.238,25.096,
Point of Interest,Ravintola Teema,0.9567679213703216,Most Affordable,Ravintola Wenla,,,13010,Dive Bar,60.323,25.062,
Point of Interest,,,,,Ravintola Windsor,Not Listed,bars,Bars,60.198,24.926,5.0
Point of Interest,Ravintola Xin Long,0.9666618513346495,Most Affordable,Ravintola Xin Yuan,,,13003,Bar,60.177,24.804,
Point of Interest,,,,,Ravintola Xin Yuan,Not Listed,chinese,Chinese,60.231,24.881,9.4
Point of Interest,,,,,Ravintolalaiva Wäiski,Not Listed,restaurants,Restaurants,60.179,24.958,6.8
Point of Interest,,,,,Rawa,Not Listed,vegan,Vegan,60.158,24.909,8.0
Point of Interest,,,,,Rax,Most Affordable,"pizza, buffets","Pizza, Buffets",60.218,24.813,3.0
Point of Interest,,,,,Rax,Most Affordable,"pizza, buffets","Pizza, Buffets",60.291,24.969,10.0
Point of Interest,,,,,Red Onion,Not Listed,bars,Bars,60.26,24.853,6.0
Point of Interest,,,,,Reitti 2000,Not Listed,mountainbiking,Mountain Biking,60.192,24.924,6.0
Point of Interest,,,,,Restaurant Red Apple,Not Listed,chinese,Chinese,60.18,24.925,8.0
Point of Interest,,,,,Restroom,Affordable,bars,Bars,60.158,24.937,7.6
Point of Interest,,,,,Retro,Not Listed,modern_european,Modern European,60.162,24.738,6.0
Point of Interest,Rikhardinkadun kirjasto,0.9814512478986164,Not Listed,Rikhardinkadun kirjasto,Rikhardinkadun kirjasto,Not Listed,12080,Library,60.166,24.946,9.3
Point of Interest,,,,,Rio Grande,Affordable,mexican,Mexican,60.262,24.855,5.0
Point of Interest,,,,,Rioni,Not Listed,georgian,Georgian,60.163,24.775,10.0
Point of Interest,,,,,Ristorante Dei Piselli,Not Listed,restaurants,Restaurants,60.157,24.93,4.0
Point of Interest,Ristorante Il Siciliano,0.9934614638562008,Affordable,Ristorante Il Gabbiano,,,13236,Italian Restaurant,60.186,24.979,5.7
Point of Interest,,,,,Ristorante Il Gabbiano,Affordable,italian,Italian,60.218,24.808,7.4
Point of Interest,,,,,Ristorante Il Trio,Not Listed,pizza,Pizza,60.191,24.915,8.0
Point of Interest,Ristorante Il Classico,0.9813254618781584,Affordable,Ristorante Il Trio,,,13236,Italian Restaurant,60.316,24.85,
Point of Interest,,,,,Ristorante Lo Stretto,Not Listed,italian,Italian,60.17,24.941,10.0
Point of Interest,Ristorante Momento Redi,0.9887091038406828,Affordable,Ristorante Momento,,,11120,Manufacturer,60.186,24.979,5.8
Point of Interest,Ristorante Momento,0.9898971938445624,Affordable,Ristorante Momento,,,13236,Italian Restaurant,60.211,25.081,5.9
Point of Interest,,,,,Ristorante Momento,Not Listed,italian,Italian,60.213,25.086,5.4
Point of Interest,,,,,Rivano,Not Listed,pizza,Pizza,60.257,24.825,2.0
Point of Interest,,,,,Rixi-Baari,Affordable,restaurants,Restaurants,60.157,24.864,7.0
Point of Interest,,,,,Road House,Not Listed,mideastern,Middle Eastern,60.173,24.727,5.0
Point of Interest,,,,,Roasberg,Most Affordable,delis,Delis,60.171,24.946,8.6
Point of Interest,,,,,Roda Express,Most Affordable,indpak,Indian,60.239,24.85,2.0
Point of Interest,,,,,Rodolfo,Affordable,italian,Italian,60.171,24.958,8.4
Point of Interest,,,,,Rodos,Most Affordable,greek,Greek,60.212,25.084,6.0
Point of Interest,Roosa,0.2788940256045519,Most Affordable,Rodos,,,13064,Pizzeria,60.238,25.101,
Point of Interest,,,,,Roihuvuoren Kirjasto,Not Listed,libraries,Libraries,60.195,25.052,6.0
Point of Interest,,,,,Romano,Not Listed,pizza,Pizza,60.188,24.948,6.0
Point of Interest,Roots Helsinki,0.982873723005302,Not Listed,Roots Helsinki,Roots Helsinki,Affordable,13377,Vegan And Vegetarian Restaurant,60.196,24.961,8.0
Point of Interest,Colas Pizzeria,0.3587546877020561,Most Affordable,Rosas Pizzeria,,,13064,Pizzeria,60.157,24.942,
Point of Interest,Rosas Pizzeria,0.6515663390663391,Not Listed,Rosas Pizzeria,Rosas Pizzeria,Not Listed,13065,Restaurant,60.217,24.904,6.6
Point of Interest,Mosa Pizzeria,0.9334427130479762,Most Affordable,Rosas Pizzeria,,,13064,Pizzeria,60.263,25.027,
Point of Interest,Rosa Pizza,0.8456963783341049,Most Affordable,Rosas Pizzeria,,,13064,Pizzeria,60.293,25.042,
Point of Interest,,,,,Roskapankki,Most Affordable,pubs,Pubs,60.187,24.952,7.0
Point of Interest,,,,,Roslund,Affordable,burgers,Burgers,60.163,24.929,8.0
Point of Interest,,,,,Rosso Express,Most Affordable,italian,Italian,60.291,24.962,7.0
Point of Interest,,,,,Roster Helsinki,Expensive,bars,Bars,60.168,24.951,8.4
Point of Interest,,,,,Royal Palace,Affordable,chinese,Chinese,60.212,25.084,6.0
Point of Interest,Royal Pokhara,0.9816613862666494,Affordable,Royal Pokhara,,,13199,Indian Restaurant,60.197,24.878,
Point of Interest,,,,,Royal Pokhara,Affordable,himalayan,Himalayan/Nepalese,60.201,25.15,8.0
Point of Interest,,,,,Rugosa,Not Listed,modern_european,Modern European,60.154,24.882,10.0
Point of Interest,,,,,Rulla,Affordable,vietnamese,Vietnamese,60.168,24.938,8.8
Point of Interest,,,,,Ruoka-aika,Not Listed,restaurants,Restaurants,60.252,25.007,7.0
Point of Interest,Ruokapaikka,0.6877604073928991,Not Listed,Ruoka-aika,,,13030,Buffet,60.292,25.046,
Point of Interest,,,,,SAS Business Lounge,Most Affordable,airportlounges,Airport Lounges,60.316,24.972,7.2
Point of Interest,,,,,SIS. Deli & Cafe,Affordable,"delicatessen, juicebars","Delicatessen, Juice Bars & Smoothies",60.168,24.94,8.6
Point of Interest,,,,,SIS. Deli & Cafe,Affordable,"delicatessen, juicebars","Delicatessen, Juice Bars & Smoothies",60.16,24.941,8.4
Point of Interest,,,,,SIS. Deli & Café,Most Affordable,coffee,Coffee & Tea,60.161,24.946,8.6
Point of Interest,,,,,SOUP Kallio,Not Listed,vegetarian,Vegetarian,60.187,24.966,10.0
Point of Interest,,,,,Sagarmatha,Affordable,himalayan,Himalayan/Nepalese,60.293,25.032,7.6
Point of Interest,Sailor's,0.9839001681106944,Most Affordable,Sailor's,Sailor's,Affordable,13018,Pub,60.187,25.031,7.1
Point of Interest,,,,,Sakura Sushi,Affordable,japanese,Japanese,60.161,24.938,10.0
Point of Interest,,,,,Salaattiasema,Not Listed,salad,Salad,60.161,24.737,6.0
Point of Interest,Salve,0.9903740462950992,Affordable,Salve,Salve,Affordable,13336,Scandinavian Restaurant,60.161,24.93,7.5
Point of Interest,,,,,Sandro,Expensive,breakfast_brunch,Breakfast & Brunch,60.183,24.948,8.6
Point of Interest,,,,,Saslik,Most Expensive,russian,Russian,60.159,24.949,8.6
Point of Interest,,,,,Satkar,Affordable,himalayan,Himalayan/Nepalese,60.169,24.93,8.0
Point of Interest,,,,,Savalan Pizza & Kebab,Not Listed,pizza,Pizza,60.203,25.059,2.0
Point of Interest,Rajakylän Pizza & Kebab,0.9681991382073288,Most Affordable,Savalan Pizza & Kebab,,,13064,Pizzeria,60.251,25.09,
Point of Interest,,,,,Savor,Most Affordable,buffets,Buffets,60.197,24.948,9.0
Point of Interest,,,,,Savotta,Most Expensive,scandinavian,Scandinavian,60.169,24.953,8.2
Point of Interest,,,,,Savu,Most Expensive,scandinavian,Scandinavian,60.174,24.969,7.8
Point of Interest,Sea Horse,0.980707681365576,Affordable,Sea Horse,Sea Horse,Expensive,13336,Scandinavian Restaurant,60.159,24.947,8.1
Point of Interest,Seaside Bar,0.9469978143465504,Expensive,Seaside Garden,,,13009,Cocktail Bar,60.148,24.917,
Point of Interest,,,,,Seaside Garden,Most Affordable,chinese,Chinese,60.158,24.936,8.0
Point of Interest,,,,,Seasons,Affordable,scandinavian,Scandinavian,60.315,24.973,7.0
Point of Interest,Suurpellon Kirjasto,0.0983861402925098,Not Listed,Sellon kirjasto,,,12080,Library,60.19,24.741,
Point of Interest,,,,,Sellon kirjasto,Not Listed,libraries,Libraries,60.218,24.81,8.0
Point of Interest,Sen Chay,0.9666203284624336,Affordable,Sen Chay,Sen Chay,Most Affordable,13034,Café,60.178,24.951,8.7
Point of Interest,,,,,Sepia,Affordable,kebab,Kebab,60.194,24.956,9.0
Point of Interest,,,,,Shaker,Affordable,bars,Bars,60.17,24.93,7.8
Point of Interest,,,,,Shamrock,Not Listed,bars,Bars,60.293,25.032,7.0
Point of Interest,,,,,Shangai Kitchen,Not Listed,sushi,Sushi Bars,60.166,24.926,8.0
Point of Interest,,,,,Shanti,Not Listed,yoga,Yoga,60.176,24.923,8.6
Point of Interest,Shelter,0.9689722617354196,Not Listed,Shelter,Shelter,Expensive,13139,Eastern European Restaurant,60.169,24.96,8.7
Point of Interest,,,,,Sherlock,Not Listed,pubs,Pubs,60.176,24.801,5.0
Point of Interest,,,,,Shish Kebab,Affordable,kebab,Kebab,60.236,25.083,8.0
Point of Interest,,,,,Shubha Kamana,Expensive,himalayan,Himalayan/Nepalese,60.161,24.93,6.8
Point of Interest,,,,,Signora Delizia,Affordable,coffee,Coffee & Tea,60.168,24.963,9.4
Point of Interest,,,,,Siilinpesä,Most Affordable,pizza,Pizza,60.207,25.044,8.6
Point of Interest,Siima Baari,0.9781132807448596,Most Affordable,Siima Baari,,,13018,Pub,60.188,24.954,5.5
Point of Interest,,,,,Siima Baari,Not Listed,pubs,Pubs,60.189,24.955,6.6
Point of Interest,Siltanen,0.9959750420276736,Affordable,Siltanen,Siltanen,Affordable,10039,Music Venue,60.184,24.96,7.4
Point of Interest,,,,,Silvoplee,Affordable,vegetarian,Vegetarian,60.181,24.949,8.6
Point of Interest,,,,,Sinne,Expensive,scandinavian,Scandinavian,60.168,24.938,8.4
Point of Interest,,,,,Sipuli,Expensive,restaurants,Restaurants,60.169,24.96,6.8
Point of Interest,,,,,Sir Olavi,Not Listed,indpak,Indian,60.205,24.895,7.0
Point of Interest,,,,,Sir Oliver,Affordable,restaurants,Restaurants,60.182,24.957,7.2
Point of Interest,,,,,Sirdie,Most Affordable,pubs,Pubs,60.184,24.947,7.6
Point of Interest,,,,,Sivukaide,Not Listed,pizza,Pizza,60.211,25.081,3.0
Point of Interest,,,,,Sivuraide,Most Affordable,hotdogs,Fast Food,60.188,24.962,6.6
Point of Interest,,,,,Skiffer Liuskaluoto,Affordable,pizza,Pizza,60.153,24.946,8.2
Point of Interest,Sky Wheel Helsinki,0.9935584507952928,Not Listed,SkyWheel Helsinki,SkyWheel Helsinki,Not Listed,10001,Amusement Park,60.167,24.959,7.65
Point of Interest,,,,,Sköne,Not Listed,beerbar,Beer Bar,60.169,24.959,10.0
Point of Interest,Sköne,0.9607526186473556,Affordable,Sköne,,,13016,Lounge,60.169,24.96,6.4
Point of Interest,,,,,Skøgul,Not Listed,scandinavian,Scandinavian,60.159,24.916,7.0
Point of Interest,,,,,Smoker's Beer & BBQ,Not Listed,bbq,Barbeque,60.218,24.808,4.0
Point of Interest,Social Burgerjoint,0.9969206646838226,Most Affordable,Social Burgerjoint,,,13031,Burger Joint,60.187,24.979,6.9
Point of Interest,,,,,Social Burgerjoint,Not Listed,burgers,Burgers,60.188,24.965,8.0
Point of Interest,,,,,Social Food,Affordable,catering,Caterers,60.215,24.958,6.0
Point of Interest,,,,,Soi soi,Most Affordable,vegetarian,Vegetarian,60.188,24.959,8.8
Point of Interest,,,,,Soil Wine Room,Affordable,wine_bars,Wine Bars,60.164,24.938,8.0
Point of Interest,,,,,Sokos Hotel Pasila,Affordable,hotels,Hotels,60.199,24.926,6.0
Point of Interest,,,,,Sole,Most Affordable,pizza,Pizza,60.23,24.896,4.0
Point of Interest,,,,,Solmu Pub,Most Affordable,pubs,Pubs,60.188,24.957,9.6
